ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
428,Red wine,ENG,True,12.0,12.0,Wine,"Red wine is a fermented alcoholic beverage made from dark-skinned grape varieties. It is commonly used in cocktails to add depth, tannins, and fruit-forward flavors, and can range from dry to sweet depending on the grape and style. Bartenders often use red wine in classics like sangria or as a float in drinks to create layered visual and flavor effects.","Red wine is a type of wine, not a distilled spirit or liqueur, and is specifically referenced as such in cocktail recipes and ingredient lists. The available category 'Wine' is the most accurate and a",2025-08-18T17:21:17.742070
429,Reposado tequila,ENG,True,29.0,0.0,None of the above,"Reposado tequila is a Mexican spirit made from blue agave and aged in oak barrels for 2 to 12 months. This aging process imparts a golden color and a smooth, complex flavor profile with notes of agave, vanilla, caramel, and oak. It is commonly enjoyed neat, on the rocks, or in cocktails that highlight its balanced character.","Reposado tequila is a type of tequila, which is a distinct category of spirit not represented in the provided list. It is not rum, liqueur, absinthe, beer, brandy, wine, or vodka, but rather an agave-",2025-08-18T17:21:25.110608
430,Rhum barbancourt,ENG,True,1.0,1.0,Rum,"Rhum Barbancourt is a premium Haitian rum distilled from 100% pure sugar cane juice, following traditional methods similar to those used in cognac production. Known for its complex, aromatic profile and aged expressions, it offers flavors ranging from floral and citrus notes to rich spices and oak. It is highly regarded for both sipping and use in creative cocktails.","Rhum Barbancourt is consistently described as a rum, specifically an Agricole-style rum made from sugar cane juice and aged in oak barrels. All authoritative sources classify it as rum, and there is n",2025-08-18T17:21:29.413542
431,Root beer schnapps,ENG,True,6.0,3.0,Liqueur,"Root beer schnapps is a sweet, flavored liqueur that captures the classic taste of root beer with notes of sassafras, vanilla, and spices. Typically bottled at 20% ABV (40 proof), it is used to add a nostalgic, spicy-sweet profile to cocktails and shooters. Its smooth, approachable character makes it versatile for creative bartending applications.","Root beer schnapps is consistently described as a flavored schnapps liqueur, with producers like DeKuyper and 99 labeling it as such and listing it at liqueur-strength ABV. It is not a rum, vodka, bee",2025-08-18T17:21:40.470207
432,Rose petals,ENG,False,22.0,5.0,Other not alcohol,"Rose petals are edible flower petals used in cocktails primarily as a garnish or for infusing delicate floral aromas and flavors. They can be used fresh or dried, adding visual appeal and a subtle, sweet fragrance to drinks. Bartenders often use rose petals to enhance both the presentation and sensory complexity of cocktails and mocktails.","Rose petals are not fruits, vegetables, juice, syrup, lemonade, coffee, or alcohol. They are a non-alcoholic botanical ingredient used for garnish, infusion, or flavoring, best fitting the 'Other not ",2025-08-18T17:21:48.396604
433,Rose water,ENG,False,19.0,5.0,Other not alcohol,"Rose water is a non-alcoholic ingredient made by distilling rose petals in water, prized for its delicate floral aroma and subtle flavor. Used sparingly, it adds a sophisticated, aromatic note to cocktails without overpowering other ingredients. Bartenders often use just a few drops to enhance both classic and modern drinks.","Rose water is not a syrup, juice, fruit, or vegetable, nor is it alcoholic. It is a distilled floral water, fitting best under 'Other not alcohol' as it is a unique non-alcoholic mixer not covered by ",2025-08-18T17:21:55.728576
434,Rose’s lime juice,ENG,False,13.0,7.0,Syrup,"Rose’s lime juice is a sweetened lime cordial made from lime juice concentrate, sugar or high fructose corn syrup, water, and preservatives. It is widely used in cocktails such as the Gimlet, providing both tart lime flavor and sweetness in one ingredient. Its syrupy consistency and balanced profile make it a staple mixer behind the bar.","Rose’s lime juice is not pure juice but a sweetened, preserved lime cordial with a syrup-like consistency, fitting best under the 'Syrup' category rather than 'Juice' or 'Other not alcohol'. It is spe",2025-08-18T17:22:10.782057
435,Rosso vermouth,ENG,True,12.0,12.0,Wine,"Rosso vermouth is a type of sweet, red, aromatized fortified wine flavored with a blend of botanicals, herbs, and spices. It is commonly used in classic cocktails such as the Negroni and Manhattan, and is typically bottled at 15–18% ABV. Its rich, bittersweet profile and deep color come from caramel coloring and the addition of sugar.","Rosso vermouth is classified as a fortified wine, specifically an aromatized wine, according to both industry standards and regulations. It is made from a wine base, fortified with spirit, and infused",2025-08-18T17:22:20.102684
436,Rosé wine,ENG,True,12.0,12.0,Wine,,"Rosé wine is classified as a type of wine, produced by fermenting grape juice with limited contact with grape skins to achieve its characteristic pink color. It is used in cocktails as a base wine ing",2025-08-20T18:32:51.722148
437,Ruby port,ENG,True,12.0,12.0,Wine,,"Ruby port is a type of fortified wine made from red grapes and aged for a short period before bottling. It is classified as a style of port wine, which is a well-known category of fortified wines orig",2025-08-20T18:32:55.661482
438,Rum,ENG,True,1.0,1.0,Rum,,"Rum is a distilled alcoholic spirit made from sugarcane byproducts such as molasses or sugarcane juice, and is classified as its own distinct category among spirits, separate from liqueurs, brandy, vo",2025-08-20T18:32:53.842495
439,Rumple minze,ENG,True,16.0,3.0,Liqueur,,"Rumple Minze is a peppermint schnapps, which is a type of liqueur known for its intense peppermint flavor and high alcohol content. Multiple sources explicitly describe it as a liqueur and schnapps, n",2025-08-20T18:32:54.766900
440,Russian vodka,ENG,True,14.0,14.0,Vodka,,"Russian vodka is a type of vodka, a clear distilled spirit made primarily from grains or potatoes, and is the base spirit in classic cocktails such as the White Russian, Black Russian, and Red Russian",2025-08-20T18:33:19.897726
441,Rye,ENG,False,21.0,9.0,Other alcohol,,"Although the query states the ingredient is non-alcoholic, all authoritative cocktail sources identify 'Rye' as shorthand for 'rye whiskey,' which is a distilled alcoholic spirit made primarily from r",2025-08-20T18:33:19.430451
442,Sake,ENG,True,14.0,12.0,Wine,,"Sake is a traditional Japanese alcoholic beverage made by fermenting rice, water, koji mold, and yeast. Its production process is most similar to that of wine, as it involves fermentation of a starchy",2025-08-20T18:33:21.774075
443,Salsa,ENG,False,22.0,15.0,Vegetables,,"Salsa is typically a mixture of chopped or blended vegetables such as tomatoes, onions, peppers, and sometimes fruits or herbs, but its primary base is vegetables. It is not a juice, syrup, or fruit, ",2025-08-20T18:33:23.234013
444,Salt,ENG,False,22.0,5.0,Other not alcohol,,"Salt is a non-alcoholic ingredient commonly used in cocktails as a seasoning to enhance and balance flavors, similar to its use in food. It does not fit into categories like fruits, vegetables, juice,",2025-08-20T18:33:24.460321
445,Salt to taste,ENG,False,22.0,5.0,Other not alcohol,,"Salt is a mineral seasoning used to enhance and balance flavors in cocktails, but it is not a beverage, fruit, vegetable, syrup, juice, or coffee. It fits best under 'Other not alcohol' as it is a non",2025-08-20T18:33:36.378379
446,Sambuca,ENG,False,32.0,9.0,Other alcohol,,"Sambuca is an Italian liqueur made with alcohol and flavored with anise and other botanicals. It is used as a spirit in cocktails and is not non-alcoholic, so the most appropriate category from the li",2025-08-20T18:33:34.400075
447,Sangrita,RUS,False,33.0,33.0,Иные б/а напитки,,"Сангрита — это безалкогольный напиток, который готовится из смеси соков (апельсиновый, лаймовый, томатный) с добавлением специй и острого соуса, но не является чистым соком или лимонадом. Она не относ",2025-08-20T18:33:34.630661
448,Scotch,ENG,True,18.0,11.0,Brandy,,"Scotch is a type of whisky, specifically Scotch whisky, which is a distilled spirit made from malted barley or other grains and aged in oak casks[2][1]. Among the available categories, 'Brandy' is the",2025-08-20T18:33:34.603858
449,Scotch whisky,ENG,True,18.0,0.0,None of the above,,"Scotch whisky is a type of whisky distilled and matured in Scotland according to specific regulations[1]. None of the provided categories—Rum, Liqueur, Absinthe, Beer, Brandy, Wine, or Vodka—are appro",2025-08-20T18:33:35.217785
450,Seagram’s 7.crown whiskey,ENG,True,18.0,0.0,None of the above,,"Seagram’s 7 Crown is an American blended whiskey, which does not fit any of the provided categories such as Rum, Liqueur, Absinthe, Beer, Brandy, Wine, or Vodka. The correct category would be 'Whiskey",2025-08-20T18:33:46.584385
